-0.9974515438079834	722
-0.928627400562681	104
-0.8598032573173786	60
-0.7909791140720762	25
-0.7221549708267738	25
-0.6533308275814714	13
-0.584506684336169	5
-0.5156825410908666	12
-0.44685839784556425	8
-0.37803425460026185	7
-0.30921011135495946	8
-0.24038596810965707	8
-0.17156182486435467	8
-0.10273768161905228	8
-0.033913538373749885	9
0.0349106048715524	11
0.1037347481168549	8
0.1725588913621574	7
0.2413830346074597	9
0.310207177852762	9
0.3790313210980645	7
0.447855464343367	11
0.5166796075886693	9
0.5855037508339715	31
0.654327894079274	15
0.7231520373245766	16
0.7919761805698788	20
0.8608003238151811	36
0.9296244670604836	70
0.9984486103057861	1023
