-0.9639195203781128	3
-0.8962904975332062	3
-0.8286614746882998	10
-0.7610324518433933	5
-0.6934034289984867	3
-0.6257744061535802	23
-0.5581453833086737	65
-0.4905163604637672	91
-0.42288733761886066	69
-0.3552583147739541	76
-0.2876292919290476	51
-0.22000026908414116	35
-0.1523712462392346	47
-0.08474222339432802	75
-0.01711320054942156	44
0.0505158222954849	62
0.11814484514039147	48
0.18577386798529805	52
0.2534028908302046	56
0.32103191367511097	74
0.38866093652001754	111
0.4562899593649241	81
0.5239189822098305	69
0.591548005054737	125
0.6591770278996436	126
0.7268060507445502	94
0.7944350735894568	94
0.8620640964343631	144
0.9296931192792697	212
0.997322142124176	356
