-0.999332845211029	360
-0.9303965527435829	35
-0.8614602602761368	31
-0.7925239678086906	9
-0.7235876753412445	7
-0.6546513828737983	4
-0.5857150904063521	4
-0.5167787979389059	7
-0.44784250547145976	5
-0.3789062130040136	8
-0.30996992053656747	40
-0.24103362806912132	86
-0.17209733560167506	75
-0.10316104313422891	41
-0.034224750666782766	66
0.03471154180066338	46
0.10364783426810953	50
0.17258412673555568	40
0.24152041920300182	28
0.31045671167044797	84
0.3793930041378941	102
0.44832929660534027	73
0.5172655890727864	99
0.5862018815402326	95
0.6551381740076789	64
0.7240744664751251	40
0.7930107589425712	52
0.8619470514100174	43
0.9308833438774635	71
0.9998196363449097	639
