Epoch	Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	Train Acc5.	Test Acc5.	
0	0.010000	1.679743	n/a	10.152000	n/a	49.776000	n/a	
1	0.010000	0.856696	n/a	12.912000	n/a	64.218000	n/a	
2	0.010000	0.474140	n/a	29.350000	n/a	79.646000	n/a	
3	0.010000	0.424879	n/a	37.986000	n/a	84.782000	n/a	
4	0.010000	0.392528	n/a	43.622000	n/a	86.766000	n/a	
5	0.010000	0.367852	n/a	47.886000	n/a	88.174000	n/a	
6	0.010000	0.344625	n/a	51.680000	n/a	89.394000	n/a	
7	0.010000	0.328391	n/a	54.270000	n/a	90.062000	n/a	
8	0.010000	0.308418	n/a	56.966000	n/a	91.252000	n/a	
9	0.010000	0.292982	n/a	59.622000	n/a	91.982000	n/a	
10	0.010000	0.278567	n/a	61.580000	n/a	92.622000	n/a	
11	0.010000	0.264741	n/a	63.430000	n/a	93.290000	n/a	
12	0.010000	0.251872	n/a	65.220000	n/a	93.880000	n/a	
13	0.010000	0.241237	n/a	67.044000	n/a	94.328000	n/a	
14	0.010000	0.234789	n/a	68.026000	n/a	94.408000	n/a	
15	0.010000	0.226353	n/a	69.280000	n/a	94.824000	n/a	
16	0.010000	0.215719	n/a	70.496000	n/a	95.062000	n/a	
17	0.010000	0.209428	n/a	71.614000	n/a	95.156000	n/a	
18	0.010000	0.200284	n/a	72.844000	n/a	95.620000	n/a	
19	0.010000	0.193316	n/a	74.050000	n/a	95.898000	n/a	
20	0.010000	0.188895	n/a	74.472000	n/a	95.936000	n/a	
21	0.010000	0.182122	n/a	75.806000	n/a	96.046000	n/a	
22	0.010000	0.174540	n/a	76.434000	n/a	96.480000	n/a	
23	0.010000	0.168656	n/a	77.248000	n/a	96.564000	n/a	
24	0.010000	0.163477	n/a	78.152000	n/a	96.778000	n/a	
25	0.010000	0.158045	n/a	78.660000	n/a	96.790000	n/a	
26	0.010000	0.152390	n/a	79.800000	n/a	96.944000	n/a	
27	0.010000	0.148331	n/a	80.322000	n/a	97.020000	n/a	
28	0.010000	0.144897	n/a	80.638000	n/a	97.158000	n/a	
29	0.010000	0.140017	n/a	81.396000	n/a	97.206000	n/a	
