-0.8828442692756653	4
-0.8191304206848145	3
-0.7554165720939636	15
-0.6917027235031128	12
-0.627988874912262	23
-0.5642750263214111	19
-0.5005611777305603	25
-0.4368473291397095	25
-0.37313348054885864	32
-0.3094196319580078	52
-0.24570578336715698	59
-0.18199193477630615	65
-0.11827808618545532	100
-0.05456423759460449	129
0.009149610996246338	117
0.07286345958709717	161
0.136577308177948	156
0.20029115676879883	165
0.26400500535964966	187
0.3277188539505005	166
0.3914327025413513	142
0.45514655113220215	125
0.518860399723053	130
0.5825742483139038	98
0.6462880969047546	90
0.7100019454956055	68
0.7737157940864563	52
0.8374296426773071	36
0.901143491268158	24
0.9648573398590088	24
