-0.48926299810409546	4
-0.44572220999619055	6
-0.40218142188828565	9
-0.3586406337803808	22
-0.31509984567247584	37
-0.271559057564571	52
-0.2280182694566661	103
-0.18447748134876119	100
-0.14093669324085628	131
-0.09739590513295138	153
-0.05385511702504647	243
-0.010314328917141569	274
0.03322645919076328	258
0.07676724729866824	225
0.12030803540657309	156
0.16384882351447805	136
0.2073896116223829	68
0.25093039973028775	74
0.2944711878381927	64
0.33801197594609755	48
0.3815527640540025	24
0.42509355216190736	21
0.4686343402698123	29
0.5121751283777172	20
0.555715916485622	15
0.5992567045935269	15
0.6427974927014319	9
0.6863382808093368	4
0.7298790689172416	2
0.7734198570251465	2
