-0.9747766852378845	460
-0.9067003356999365	36
-0.8386239861619884	36
-0.7705476366240402	13
-0.7024712870860922	7
-0.6343949375481441	12
-0.566318588010196	99
-0.4982422384722479	130
-0.43016588893429986	115
-0.3620895393963518	92
-0.29401318985840375	63
-0.22593684032045558	52
-0.15786049078250752	40
-0.08978414124455947	27
-0.0217077917066113	22
0.04636855783133664	28
0.11444490736928481	24
0.18252125690723298	19
0.2505976064451809	13
0.3186739559831291	13
0.38675030552107703	8
0.4548266550590252	8
0.5229030045969734	6
0.5909793541349213	9
0.6590557036728695	13
0.7271320532108176	95
0.7952084027487656	89
0.8632847522867138	57
0.9313611018246619	94
0.9994374513626099	624
