-0.9857031106948853	386
-0.91733901254062	34
-0.8489749143863546	75
-0.7806108162320893	91
-0.712246718077824	64
-0.6438826199235588	60
-0.5755185217692934	43
-0.507154423615028	17
-0.4387903254607628	27
-0.37042622730649755	10
-0.3020621291522322	8
-0.23369803099796682	11
-0.16533393284370157	11
-0.09696983468943632	11
-0.028605736535170956	5
0.03975836161909441	5
0.10812245977335966	9
0.1764865579276249	39
0.24485065608189016	12
0.31321475423615563	10
0.3815788523904209	11
0.44994295054468614	12
0.5183070486989516	13
0.5866711468532169	14
0.6550352450074821	22
0.7233993431617474	13
0.7917634413160126	22
0.8601275394702781	243
0.9284916376245433	379
0.9968557357788086	647
