Epoch	Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	Train Acc5.	Test Acc5.	
0	0.010000	0.531789	n/a	10.840000	n/a	51.910000	n/a	
1	0.010000	0.498473	n/a	17.034000	n/a	71.086000	n/a	
2	0.010000	0.468275	n/a	20.794000	n/a	81.210000	n/a	
3	0.010000	0.455231	n/a	24.892000	n/a	83.754000	n/a	
4	0.010000	0.435404	n/a	28.164000	n/a	86.140000	n/a	
5	0.010000	0.424907	n/a	30.108000	n/a	87.956000	n/a	
6	0.010000	0.417202	n/a	31.838000	n/a	89.106000	n/a	
7	0.010000	0.411003	n/a	33.506000	n/a	89.574000	n/a	
8	0.010000	0.405555	n/a	34.772000	n/a	90.220000	n/a	
9	0.010000	0.399607	n/a	36.328000	n/a	90.530000	n/a	
10	0.010000	0.390221	n/a	38.822000	n/a	91.188000	n/a	
11	0.010000	0.378283	n/a	40.830000	n/a	92.012000	n/a	
12	0.010000	0.352472	n/a	45.604000	n/a	93.456000	n/a	
13	0.010000	0.340357	n/a	47.950000	n/a	93.898000	n/a	
14	0.010000	0.328432	n/a	50.250000	n/a	94.404000	n/a	
15	0.010000	0.317361	n/a	52.450000	n/a	94.794000	n/a	
16	0.010000	0.306973	n/a	54.266000	n/a	95.272000	n/a	
17	0.010000	0.295368	n/a	56.454000	n/a	95.514000	n/a	
18	0.010000	0.285929	n/a	57.836000	n/a	95.708000	n/a	
19	0.010000	0.275006	n/a	59.816000	n/a	95.982000	n/a	
20	0.010000	0.264876	n/a	61.098000	n/a	96.292000	n/a	
21	0.010000	0.256943	n/a	62.144000	n/a	96.330000	n/a	
22	0.010000	0.247392	n/a	63.806000	n/a	96.664000	n/a	
23	0.010000	0.238988	n/a	64.874000	n/a	96.778000	n/a	
24	0.010000	0.231463	n/a	66.252000	n/a	96.956000	n/a	
25	0.010000	0.225302	n/a	67.288000	n/a	97.150000	n/a	
26	0.010000	0.218295	n/a	68.288000	n/a	97.174000	n/a	
27	0.010000	0.211198	n/a	69.418000	n/a	97.324000	n/a	
28	0.010000	0.204876	n/a	70.614000	n/a	97.514000	n/a	
29	0.010000	0.199005	n/a	71.246000	n/a	97.592000	n/a	
30	0.010000	0.192806	n/a	72.272000	n/a	97.670000	n/a	
31	0.010000	0.186524	n/a	73.492000	n/a	97.846000	n/a	
32	0.010000	0.182674	n/a	74.064000	n/a	97.838000	n/a	
33	0.010000	0.178088	n/a	74.706000	n/a	97.934000	n/a	
34	0.010000	0.173187	n/a	75.400000	n/a	98.026000	n/a	
35	0.010000	0.168346	n/a	75.990000	n/a	98.144000	n/a	
36	0.010000	0.163659	n/a	76.606000	n/a	98.184000	n/a	
37	0.010000	0.159499	n/a	77.488000	n/a	98.316000	n/a	
38	0.010000	0.156326	n/a	77.832000	n/a	98.324000	n/a	
39	0.010000	0.153762	n/a	78.322000	n/a	98.402000	n/a	
40	0.010000	0.150058	n/a	78.924000	n/a	98.482000	n/a	
41	0.010000	0.145863	n/a	79.502000	n/a	98.452000	n/a	
42	0.010000	0.143800	n/a	79.800000	n/a	98.558000	n/a	
43	0.010000	0.142014	n/a	79.946000	n/a	98.518000	n/a	
44	0.010000	0.137976	n/a	80.564000	n/a	98.672000	n/a	
45	0.010000	0.135819	n/a	81.018000	n/a	98.626000	n/a	
46	0.010000	0.132255	n/a	81.394000	n/a	98.780000	n/a	
47	0.010000	0.131041	n/a	81.582000	n/a	98.784000	n/a	
48	0.010000	0.128091	n/a	82.098000	n/a	98.768000	n/a	
49	0.010000	0.126546	n/a	82.360000	n/a	98.774000	n/a	
50	0.010000	0.125854	n/a	82.474000	n/a	98.822000	n/a	
51	0.010000	0.122118	n/a	82.980000	n/a	98.876000	n/a	
52	0.010000	0.120926	n/a	82.992000	n/a	98.946000	n/a	
